,PROCESSO,ROTULO_MANUAL,LEI
48691,00031609720088240005,DAN,artigo 1022
48692,00031609720088240005,DAN,artigo 14
48693,00031609720088240005,DAN,artigo 523
48694,00031609720088240005,DAN,artigo 14
48695,00031609720088240005,DAN,artigo 1022
48696,03306485020158240023,DMI,artigo 85
48697,00007251120128240103,BAN,artigo 1022
48698,00007251120128240103,BAN,artigo 1022
48699,00007251120128240103,BAN,artigo 1022
48700,00007251120128240103,BAN,artigo 1022
48701,03074705820178240005,BAN,artigo 28
48702,03074705820178240005,BAN,artigo 543
48703,03074705820178240005,BAN,artigo 940
48704,03074705820178240005,BAN,artigo 85
48705,03074705820178240005,BAN,artigo 85
48706,03074705820178240005,BAN,artigo 98
48707,03074705820178240005,BAN,artigo 1022
48708,03074705820178240005,BAN,artigo 28
48709,03074705820178240005,BAN,artigo 543
48710,03074705820178240005,BAN,artigo 940
48711,03074705820178240005,BAN,artigo 85
48712,03074705820178240005,BAN,artigo 85
48713,03074705820178240005,BAN,artigo 98
48714,03074705820178240005,BAN,artigo 1022
48715,08001577420138240022,BAN,artigo 166
48716,08001577420138240022,BAN,artigo 85
48717,01565912520158240000,EXP,artigo 65
48718,01565912520158240000,EXP,artigo 475
48719,01565912520158240000,EXP,artigo 65
48720,01565912520158240000,EXP,artigo 475
48721,00247705820168240000,EXP,artigo 65
48722,00247705820168240000,EXP,artigo 475
48723,00247705820168240000,EXP,artigo 65
48724,00247705820168240000,EXP,artigo 475
48725,00247705820168240000,EXP,artigo 1022
48726,00247705820168240000,EXP,artigo 1022
48727,00247705820168240000,EXP,artigo 65
48728,00247705820168240000,EXP,artigo 475
48729,00247705820168240000,EXP,artigo 65
48730,00247705820168240000,EXP,artigo 475
48731,00247705820168240000,EXP,artigo 1022
48732,00247705820168240000,EXP,artigo 1022
48733,00247705820168240000,EXP,artigo 65
48734,00247705820168240000,EXP,artigo 475
48735,00247705820168240000,EXP,artigo 65
48736,00247705820168240000,EXP,artigo 475
48737,00247705820168240000,EXP,artigo 1022
48738,00247705820168240000,EXP,artigo 1022
48739,00247705820168240000,EXP,artigo 65
48740,00247705820168240000,EXP,artigo 475
48741,00247705820168240000,EXP,artigo 65
48742,00247705820168240000,EXP,artigo 475
48743,00247705820168240000,EXP,artigo 1022
48744,00247705820168240000,EXP,artigo 1022
48745,01550687520158240000,EXP,artigo 65
48746,01550687520158240000,EXP,artigo 475
48747,01550687520158240000,EXP,artigo 65
48748,01550687520158240000,EXP,artigo 475
48749,01550687520158240000,EXP,artigo 65
48750,01550687520158240000,EXP,artigo 475
48751,01550687520158240000,EXP,artigo 65
48752,01550687520158240000,EXP,artigo 475
48753,01550687520158240000,EXP,artigo 65
48754,01550687520158240000,EXP,artigo 475
48755,01550687520158240000,EXP,artigo 65
48756,01550687520158240000,EXP,artigo 475
48757,01550687520158240000,EXP,artigo 65
48758,01550687520158240000,EXP,artigo 475
48759,01550687520158240000,EXP,artigo 65
48760,01550687520158240000,EXP,artigo 475
48761,01550687520158240000,EXP,artigo 65
48762,01550687520158240000,EXP,artigo 475
48763,01550687520158240000,EXP,artigo 65
48764,01550687520158240000,EXP,artigo 475
48765,01550687520158240000,EXP,artigo 65
48766,01550687520158240000,EXP,artigo 475
48767,01550687520158240000,EXP,artigo 65
48768,01550687520158240000,EXP,artigo 475
48769,01550687520158240000,EXP,artigo 65
48770,01550687520158240000,EXP,artigo 475
48771,01550687520158240000,EXP,artigo 65
48772,01550687520158240000,EXP,artigo 475
48773,01550687520158240000,EXP,artigo 65
48774,01550687520158240000,EXP,artigo 475
48775,01550687520158240000,EXP,artigo 65
48776,01550687520158240000,EXP,artigo 475
48777,01550687520158240000,EXP,artigo 65
48778,01550687520158240000,EXP,artigo 475
48779,01550687520158240000,EXP,artigo 65
48780,01550687520158240000,EXP,artigo 475
48781,00006136319998240017,BAN,6830/1980
48782,00006136319998240017,BAN,artigo 921
48783,00006136319998240017,BAN,artigo 924
48784,00006136319998240017,BAN,artigo 40
48785,00006136319998240017,BAN,artigo 206
48786,00006136319998240017,BAN,artigo 791
48787,03093638420178240005,CON,artigo 485
48788,03093638420178240005,CON,artigo 10
48789,00104505620148240005,SEG,artigo 768
48790,00104505620148240005,SEG,artigo 757
48791,00104505620148240005,SEG,artigo 47
48792,00104505620148240005,SEG,artigo 768
48793,00104505620148240005,SEG,artigo 768
48794,00104505620148240005,SEG,artigo 757
48795,00104505620148240005,SEG,artigo 47
48796,00104505620148240005,SEG,artigo 768
48797,00104505620148240005,SEG,artigo 1022
48798,00104505620148240005,SEG,artigo 1022
48799,00104505620148240005,SEG,artigo 768
48800,00104505620148240005,SEG,artigo 757
48801,00104505620148240005,SEG,artigo 47
48802,00104505620148240005,SEG,artigo 768
48803,00104505620148240005,SEG,artigo 768
48804,00104505620148240005,SEG,artigo 757
48805,00104505620148240005,SEG,artigo 47
48806,00104505620148240005,SEG,artigo 768
48807,00104505620148240005,SEG,artigo 1022
48808,00104505620148240005,SEG,artigo 1022
48809,00104505620148240005,SEG,artigo 768
48810,00104505620148240005,SEG,artigo 757
48811,00104505620148240005,SEG,artigo 47
48812,00104505620148240005,SEG,artigo 768
48813,00104505620148240005,SEG,artigo 768
48814,00104505620148240005,SEG,artigo 757
48815,00104505620148240005,SEG,artigo 47
48816,00104505620148240005,SEG,artigo 768
48817,00104505620148240005,SEG,artigo 1022
48818,00104505620148240005,SEG,artigo 1022
48819,00104505620148240005,SEG,artigo 768
48820,00104505620148240005,SEG,artigo 757
48821,00104505620148240005,SEG,artigo 47
48822,00104505620148240005,SEG,artigo 768
48823,00104505620148240005,SEG,artigo 768
48824,00104505620148240005,SEG,artigo 757
48825,00104505620148240005,SEG,artigo 47
48826,00104505620148240005,SEG,artigo 768
48827,00104505620148240005,SEG,artigo 1022
48828,00104505620148240005,SEG,artigo 1022
48829,01565375920158240000,EXP,artigo 65
48830,01565375920158240000,EXP,artigo 475
48831,01565375920158240000,EXP,artigo 65
48832,01565375920158240000,EXP,artigo 475
48833,01565375920158240000,EXP,artigo 65
48834,01565375920158240000,EXP,artigo 475
48835,01565375920158240000,EXP,artigo 65
48836,01565375920158240000,EXP,artigo 475
48837,01565375920158240000,EXP,artigo 65
48838,01565375920158240000,EXP,artigo 475
48839,01565375920158240000,EXP,artigo 65
48840,01565375920158240000,EXP,artigo 475
48841,01565375920158240000,EXP,artigo 65
48842,01565375920158240000,EXP,artigo 475
48843,01565375920158240000,EXP,artigo 65
48844,01565375920158240000,EXP,artigo 475
48845,01501809720148240000,EXP,artigo 65
48846,01501809720148240000,EXP,artigo 475
48847,01501809720148240000,EXP,artigo 65
48848,01501809720148240000,EXP,artigo 475
48849,01501809720148240000,EXP,artigo 65
48850,01501809720148240000,EXP,artigo 475
48851,01501809720148240000,EXP,artigo 65
48852,01501809720148240000,EXP,artigo 475
48853,01501809720148240000,EXP,artigo 65
48854,01501809720148240000,EXP,artigo 475
48855,01501809720148240000,EXP,artigo 65
48856,01501809720148240000,EXP,artigo 475
48857,01501809720148240000,EXP,artigo 65
48858,01501809720148240000,EXP,artigo 475
48859,01501809720148240000,EXP,artigo 65
48860,01501809720148240000,EXP,artigo 475
48861,01501809720148240000,EXP,artigo 65
48862,01501809720148240000,EXP,artigo 475
48863,01501809720148240000,EXP,artigo 65
48864,01501809720148240000,EXP,artigo 475
48865,01501809720148240000,EXP,artigo 65
48866,01501809720148240000,EXP,artigo 475
48867,01501809720148240000,EXP,artigo 65
48868,01501809720148240000,EXP,artigo 475
48869,01501809720148240000,EXP,artigo 65
48870,01501809720148240000,EXP,artigo 475
48871,01501809720148240000,EXP,artigo 65
48872,01501809720148240000,EXP,artigo 475
48873,01501809720148240000,EXP,artigo 65
48874,01501809720148240000,EXP,artigo 475
48875,01501809720148240000,EXP,artigo 65
48876,01501809720148240000,EXP,artigo 475
48877,01501809720148240000,EXP,artigo 65
48878,01501809720148240000,EXP,artigo 475
48879,01501809720148240000,EXP,artigo 65
48880,01501809720148240000,EXP,artigo 475
48881,01501809720148240000,EXP,artigo 65
48882,01501809720148240000,EXP,artigo 475
48883,01501809720148240000,EXP,artigo 65
48884,01501809720148240000,EXP,artigo 475
48885,01501809720148240000,EXP,artigo 65
48886,01501809720148240000,EXP,artigo 475
48887,01501809720148240000,EXP,artigo 65
48888,01501809720148240000,EXP,artigo 475
48889,01501809720148240000,EXP,artigo 65
48890,01501809720148240000,EXP,artigo 475
48891,01501809720148240000,EXP,artigo 65
48892,01501809720148240000,EXP,artigo 475
48893,01501809720148240000,EXP,artigo 65
48894,01501809720148240000,EXP,artigo 475
48895,01501809720148240000,EXP,artigo 65
48896,01501809720148240000,EXP,artigo 475
48897,01501809720148240000,EXP,artigo 65
48898,01501809720148240000,EXP,artigo 475
48899,01501809720148240000,EXP,artigo 65
48900,01501809720148240000,EXP,artigo 475
48901,01501809720148240000,EXP,artigo 65
48902,01501809720148240000,EXP,artigo 475
48903,01501809720148240000,EXP,artigo 65
48904,01501809720148240000,EXP,artigo 475
48905,01501809720148240000,EXP,artigo 65
48906,01501809720148240000,EXP,artigo 475
48907,01501809720148240000,EXP,artigo 65
48908,01501809720148240000,EXP,artigo 475
48909,01501809720148240000,EXP,artigo 65
48910,01501809720148240000,EXP,artigo 475
48911,01501809720148240000,EXP,artigo 65
48912,01501809720148240000,EXP,artigo 475
48913,01501809720148240000,EXP,artigo 65
48914,01501809720148240000,EXP,artigo 475
48915,01501809720148240000,EXP,artigo 65
48916,01501809720148240000,EXP,artigo 475
48917,01501809720148240000,EXP,artigo 65
48918,01501809720148240000,EXP,artigo 475
48919,01501809720148240000,EXP,artigo 65
48920,01501809720148240000,EXP,artigo 475
48921,01501809720148240000,EXP,artigo 65
48922,01501809720148240000,EXP,artigo 475
48923,01501809720148240000,EXP,artigo 65
48924,01501809720148240000,EXP,artigo 475
48925,01501809720148240000,EXP,artigo 65
48926,01501809720148240000,EXP,artigo 475
48927,01501809720148240000,EXP,artigo 65
48928,01501809720148240000,EXP,artigo 475
48929,01501809720148240000,EXP,artigo 65
48930,01501809720148240000,EXP,artigo 475
48931,01501809720148240000,EXP,artigo 65
48932,01501809720148240000,EXP,artigo 475
48933,01501809720148240000,EXP,artigo 65
48934,01501809720148240000,EXP,artigo 475
48935,01501809720148240000,EXP,artigo 65
48936,01501809720148240000,EXP,artigo 475
48937,01501809720148240000,EXP,artigo 65
48938,01501809720148240000,EXP,artigo 475
48939,01501809720148240000,EXP,artigo 65
48940,01501809720148240000,EXP,artigo 475
48941,01501809720148240000,EXP,artigo 65
48942,01501809720148240000,EXP,artigo 475
48943,01501809720148240000,EXP,artigo 65
48944,01501809720148240000,EXP,artigo 475
48945,01569925820148240000,EXP,artigo 65
48946,01569925820148240000,EXP,artigo 475
48947,01569925820148240000,EXP,artigo 65
48948,01569925820148240000,EXP,artigo 475
48949,01569925820148240000,EXP,artigo 65
48950,01569925820148240000,EXP,artigo 475
48951,01569925820148240000,EXP,artigo 65
48952,01569925820148240000,EXP,artigo 475
48953,01569925820148240000,EXP,artigo 65
48954,01569925820148240000,EXP,artigo 475
48955,01569925820148240000,EXP,artigo 65
48956,01569925820148240000,EXP,artigo 475
48957,01569925820148240000,EXP,artigo 65
48958,01569925820148240000,EXP,artigo 475
48959,01569925820148240000,EXP,artigo 65
48960,01569925820148240000,EXP,artigo 475
48961,01569925820148240000,EXP,artigo 65
48962,01569925820148240000,EXP,artigo 475
48963,01569925820148240000,EXP,artigo 65
48964,01569925820148240000,EXP,artigo 475
48965,01569925820148240000,EXP,artigo 65
48966,01569925820148240000,EXP,artigo 475
48967,01569925820148240000,EXP,artigo 65
48968,01569925820148240000,EXP,artigo 475
48969,01569925820148240000,EXP,artigo 65
48970,01569925820148240000,EXP,artigo 475
48971,01569925820148240000,EXP,artigo 65
48972,01569925820148240000,EXP,artigo 475
48973,01569925820148240000,EXP,artigo 65
48974,01569925820148240000,EXP,artigo 475
48975,01569925820148240000,EXP,artigo 65
48976,01569925820148240000,EXP,artigo 475
48977,01569925820148240000,EXP,artigo 65
48978,01569925820148240000,EXP,artigo 475
48979,01569925820148240000,EXP,artigo 65
48980,01569925820148240000,EXP,artigo 475
48981,01569925820148240000,EXP,artigo 65
48982,01569925820148240000,EXP,artigo 475
48983,01569925820148240000,EXP,artigo 65
48984,01569925820148240000,EXP,artigo 475
48985,01569925820148240000,EXP,artigo 65
48986,01569925820148240000,EXP,artigo 475
48987,01569925820148240000,EXP,artigo 65
48988,01569925820148240000,EXP,artigo 475
48989,01569925820148240000,EXP,artigo 65
48990,01569925820148240000,EXP,artigo 475
48991,01569925820148240000,EXP,artigo 65
48992,01569925820148240000,EXP,artigo 475
48993,01569925820148240000,EXP,artigo 65
48994,01569925820148240000,EXP,artigo 475
48995,01569925820148240000,EXP,artigo 65
48996,01569925820148240000,EXP,artigo 475
48997,01569925820148240000,EXP,artigo 65
48998,01569925820148240000,EXP,artigo 475
48999,01569925820148240000,EXP,artigo 65
49000,01569925820148240000,EXP,artigo 475
49001,01569925820148240000,EXP,artigo 65
49002,01569925820148240000,EXP,artigo 475
49003,01569925820148240000,EXP,artigo 65
49004,01569925820148240000,EXP,artigo 475
49005,01569925820148240000,EXP,artigo 65
49006,01569925820148240000,EXP,artigo 475
49007,01569925820148240000,EXP,artigo 65
49008,01569925820148240000,EXP,artigo 475
49009,01569925820148240000,EXP,artigo 65
49010,01569925820148240000,EXP,artigo 475
49011,01569925820148240000,EXP,artigo 65
49012,01569925820148240000,EXP,artigo 475
49013,01569925820148240000,EXP,artigo 65
49014,01569925820148240000,EXP,artigo 475
49015,01569925820148240000,EXP,artigo 65
49016,01569925820148240000,EXP,artigo 475
49017,01569925820148240000,EXP,artigo 65
49018,01569925820148240000,EXP,artigo 475
49019,01569925820148240000,EXP,artigo 65
49020,01569925820148240000,EXP,artigo 475
49021,01569925820148240000,EXP,artigo 65
49022,01569925820148240000,EXP,artigo 475
49023,01569925820148240000,EXP,artigo 65
49024,01569925820148240000,EXP,artigo 475
49025,01569925820148240000,EXP,artigo 65
49026,01569925820148240000,EXP,artigo 475
49027,01569925820148240000,EXP,artigo 65
49028,01569925820148240000,EXP,artigo 475
49029,01569925820148240000,EXP,artigo 65
49030,01569925820148240000,EXP,artigo 475
49031,01569925820148240000,EXP,artigo 65
49032,01569925820148240000,EXP,artigo 475
49033,01569925820148240000,EXP,artigo 65
49034,01569925820148240000,EXP,artigo 475
49035,01569925820148240000,EXP,artigo 65
49036,01569925820148240000,EXP,artigo 475
49037,01569925820148240000,EXP,artigo 65
49038,01569925820148240000,EXP,artigo 475
49039,01569925820148240000,EXP,artigo 65
49040,01569925820148240000,EXP,artigo 475
49041,01569925820148240000,EXP,artigo 65
49042,01569925820148240000,EXP,artigo 475
49043,01569925820148240000,EXP,artigo 65
49044,01569925820148240000,EXP,artigo 475
49045,00056325120168240018,CIV,artigo 206
49046,40279118020178240000,OIE,artigo 524
49047,00076018720098240005,DPV,11482/2007
49048,00076018720098240005,DPV,6194/1974
49049,00076018720098240005,DPV,451/2008
49050,00076018720098240005,DPV,artigo 543
49051,01555719620158240000,EXP,artigo 65
49052,01555719620158240000,EXP,artigo 475
49053,01555719620158240000,EXP,artigo 65
49054,01555719620158240000,EXP,artigo 475
49055,01555719620158240000,EXP,artigo 65
49056,01555719620158240000,EXP,artigo 475
49057,01555719620158240000,EXP,artigo 65
49058,01555719620158240000,EXP,artigo 475
49059,01555719620158240000,EXP,artigo 65
49060,01555719620158240000,EXP,artigo 475
49061,01555719620158240000,EXP,artigo 65
49062,01555719620158240000,EXP,artigo 475
49063,01555719620158240000,EXP,artigo 65
49064,01555719620158240000,EXP,artigo 475
49065,01555719620158240000,EXP,artigo 65
49066,01555719620158240000,EXP,artigo 475
49067,01555719620158240000,EXP,artigo 65
49068,01555719620158240000,EXP,artigo 475
49069,01555719620158240000,EXP,artigo 65
49070,01555719620158240000,EXP,artigo 475
49071,01555719620158240000,EXP,artigo 65
49072,01555719620158240000,EXP,artigo 475
49073,01555719620158240000,EXP,artigo 65
49074,01555719620158240000,EXP,artigo 475
49075,01555719620158240000,EXP,artigo 65
49076,01555719620158240000,EXP,artigo 475
49077,01555719620158240000,EXP,artigo 65
49078,01555719620158240000,EXP,artigo 475
49079,01555719620158240000,EXP,artigo 65
49080,01555719620158240000,EXP,artigo 475
49081,01555719620158240000,EXP,artigo 65
49082,01555719620158240000,EXP,artigo 475
49083,01555719620158240000,EXP,artigo 65
49084,01555719620158240000,EXP,artigo 475
49085,01555719620158240000,EXP,artigo 65
49086,01555719620158240000,EXP,artigo 475
49087,01561495920158240000,EXP,artigo 65
49088,01561495920158240000,EXP,artigo 475
49089,01561495920158240000,EXP,artigo 65
49090,01561495920158240000,EXP,artigo 475
49091,01561495920158240000,EXP,artigo 65
49092,01561495920158240000,EXP,artigo 475
49093,01561495920158240000,EXP,artigo 65
49094,01561495920158240000,EXP,artigo 475
49095,01561495920158240000,EXP,artigo 65
49096,01561495920158240000,EXP,artigo 475
49097,01561495920158240000,EXP,artigo 65
49098,01561495920158240000,EXP,artigo 475
49099,01561495920158240000,EXP,artigo 65
49100,01561495920158240000,EXP,artigo 475
49101,01561495920158240000,EXP,artigo 65
49102,01561495920158240000,EXP,artigo 475
49103,00189202320168240000,EXP,artigo 65
49104,00189202320168240000,EXP,artigo 475
49105,00189202320168240000,EXP,artigo 65
49106,00189202320168240000,EXP,artigo 475
49107,00189202320168240000,EXP,artigo 65
49108,00189202320168240000,EXP,artigo 475
49109,00189202320168240000,EXP,artigo 65
49110,00189202320168240000,EXP,artigo 475
49111,00189202320168240000,EXP,artigo 65
49112,00189202320168240000,EXP,artigo 475
49113,00189202320168240000,EXP,artigo 65
49114,00189202320168240000,EXP,artigo 475
49115,00189202320168240000,EXP,artigo 65
49116,00189202320168240000,EXP,artigo 475
49117,00189202320168240000,EXP,artigo 65
49118,00189202320168240000,EXP,artigo 475
49119,00189202320168240000,EXP,artigo 65
49120,00189202320168240000,EXP,artigo 475
49121,00189202320168240000,EXP,artigo 65
49122,00189202320168240000,EXP,artigo 475
49123,00189202320168240000,EXP,artigo 65
49124,00189202320168240000,EXP,artigo 475
49125,00189202320168240000,EXP,artigo 65
49126,00189202320168240000,EXP,artigo 475
49127,00189202320168240000,EXP,artigo 65
49128,00189202320168240000,EXP,artigo 475
49129,00189202320168240000,EXP,artigo 65
49130,00189202320168240000,EXP,artigo 475
49131,00189202320168240000,EXP,artigo 65
49132,00189202320168240000,EXP,artigo 475
49133,00189202320168240000,EXP,artigo 65
49134,00189202320168240000,EXP,artigo 475
49135,00189202320168240000,EXP,artigo 65
49136,00189202320168240000,EXP,artigo 475
49137,00189202320168240000,EXP,artigo 65
49138,00189202320168240000,EXP,artigo 475
49139,00189202320168240000,EXP,artigo 65
49140,00189202320168240000,EXP,artigo 475
49141,00189202320168240000,EXP,artigo 65
49142,00189202320168240000,EXP,artigo 475
49143,00189202320168240000,EXP,artigo 65
49144,00189202320168240000,EXP,artigo 475
49145,00189202320168240000,EXP,artigo 65
49146,00189202320168240000,EXP,artigo 475
49147,00189202320168240000,EXP,artigo 65
49148,00189202320168240000,EXP,artigo 475
49149,00189202320168240000,EXP,artigo 65
49150,00189202320168240000,EXP,artigo 475
49151,00189202320168240000,EXP,artigo 65
49152,00189202320168240000,EXP,artigo 475
49153,00189202320168240000,EXP,artigo 65
49154,00189202320168240000,EXP,artigo 475
49155,00189202320168240000,EXP,artigo 65
49156,00189202320168240000,EXP,artigo 475
49157,00189202320168240000,EXP,artigo 65
49158,00189202320168240000,EXP,artigo 475
49159,00189202320168240000,EXP,artigo 65
49160,00189202320168240000,EXP,artigo 475
49161,00189202320168240000,EXP,artigo 65
49162,00189202320168240000,EXP,artigo 475
49163,00189202320168240000,EXP,artigo 65
49164,00189202320168240000,EXP,artigo 475
49165,00189202320168240000,EXP,artigo 65
49166,00189202320168240000,EXP,artigo 475
49167,00189202320168240000,EXP,artigo 65
49168,00189202320168240000,EXP,artigo 475
49169,00189202320168240000,EXP,artigo 65
49170,00189202320168240000,EXP,artigo 475
49171,00189202320168240000,EXP,artigo 65
49172,00189202320168240000,EXP,artigo 475
49173,00189202320168240000,EXP,artigo 65
49174,00189202320168240000,EXP,artigo 475
49175,00189202320168240000,EXP,artigo 65
49176,00189202320168240000,EXP,artigo 475
49177,00189202320168240000,EXP,artigo 65
49178,00189202320168240000,EXP,artigo 475
49179,00189202320168240000,EXP,artigo 65
49180,00189202320168240000,EXP,artigo 475
49181,00189202320168240000,EXP,artigo 65
49182,00189202320168240000,EXP,artigo 475
49183,00189202320168240000,EXP,artigo 65
49184,00189202320168240000,EXP,artigo 475
49185,00189202320168240000,EXP,artigo 65
49186,00189202320168240000,EXP,artigo 475
49187,00189202320168240000,EXP,artigo 65
49188,00189202320168240000,EXP,artigo 475
49189,00189202320168240000,EXP,artigo 65
49190,00189202320168240000,EXP,artigo 475
49191,00189202320168240000,EXP,artigo 65
49192,00189202320168240000,EXP,artigo 475
49193,00189202320168240000,EXP,artigo 65
49194,00189202320168240000,EXP,artigo 475
49195,00189202320168240000,EXP,artigo 65
49196,00189202320168240000,EXP,artigo 475
49197,00189202320168240000,EXP,artigo 65
49198,00189202320168240000,EXP,artigo 475
49199,00189202320168240000,EXP,artigo 65
49200,00189202320168240000,EXP,artigo 475
49201,00189202320168240000,EXP,artigo 65
49202,00189202320168240000,EXP,artigo 475
49203,01566224520158240000,EXP,artigo 65
49204,01566224520158240000,EXP,artigo 475
49205,01566224520158240000,EXP,artigo 65
49206,01566224520158240000,EXP,artigo 475
49207,01566224520158240000,EXP,artigo 65
49208,01566224520158240000,EXP,artigo 475
49209,01566224520158240000,EXP,artigo 65
49210,01566224520158240000,EXP,artigo 475
49211,01566224520158240000,EXP,artigo 65
49212,01566224520158240000,EXP,artigo 475
49213,01566224520158240000,EXP,artigo 65
49214,01566224520158240000,EXP,artigo 475
49215,01566224520158240000,EXP,artigo 65
49216,01566224520158240000,EXP,artigo 475
49217,01566224520158240000,EXP,artigo 65
49218,01566224520158240000,EXP,artigo 475
49219,01566224520158240000,EXP,artigo 65
49220,01566224520158240000,EXP,artigo 475
49221,01566224520158240000,EXP,artigo 65
49222,01566224520158240000,EXP,artigo 475
49223,01566224520158240000,EXP,artigo 65
49224,01566224520158240000,EXP,artigo 475
49225,01566224520158240000,EXP,artigo 65
49226,01566224520158240000,EXP,artigo 475
49227,01566224520158240000,EXP,artigo 65
49228,01566224520158240000,EXP,artigo 475
49229,01566224520158240000,EXP,artigo 65
49230,01566224520158240000,EXP,artigo 475
49231,01566224520158240000,EXP,artigo 65
49232,01566224520158240000,EXP,artigo 475
49233,01566224520158240000,EXP,artigo 65
49234,01566224520158240000,EXP,artigo 475
49235,01566224520158240000,EXP,artigo 65
49236,01566224520158240000,EXP,artigo 475
49237,01566224520158240000,EXP,artigo 65
49238,01566224520158240000,EXP,artigo 475
49239,01566224520158240000,EXP,artigo 65
49240,01566224520158240000,EXP,artigo 475
49241,01566224520158240000,EXP,artigo 65
49242,01566224520158240000,EXP,artigo 475
49243,01566224520158240000,EXP,artigo 65
49244,01566224520158240000,EXP,artigo 475
49245,01566224520158240000,EXP,artigo 65
49246,01566224520158240000,EXP,artigo 475
49247,01566224520158240000,EXP,artigo 65
49248,01566224520158240000,EXP,artigo 475
49249,01566224520158240000,EXP,artigo 65
49250,01566224520158240000,EXP,artigo 475
49251,01566224520158240000,EXP,artigo 65
49252,01566224520158240000,EXP,artigo 475
49253,01566224520158240000,EXP,artigo 65
49254,01566224520158240000,EXP,artigo 475
49255,01566224520158240000,EXP,artigo 65
49256,01566224520158240000,EXP,artigo 475
49257,01566224520158240000,EXP,artigo 65
49258,01566224520158240000,EXP,artigo 475
49259,01566224520158240000,EXP,artigo 65
49260,01566224520158240000,EXP,artigo 475
49261,01566224520158240000,EXP,artigo 65
49262,01566224520158240000,EXP,artigo 475
49263,01566224520158240000,EXP,artigo 65
49264,01566224520158240000,EXP,artigo 475
49265,01566224520158240000,EXP,artigo 65
49266,01566224520158240000,EXP,artigo 475
49267,01566224520158240000,EXP,artigo 65
49268,01566224520158240000,EXP,artigo 475
49269,01566224520158240000,EXP,artigo 65
49270,01566224520158240000,EXP,artigo 475
49271,01566224520158240000,EXP,artigo 65
49272,01566224520158240000,EXP,artigo 475
49273,01566224520158240000,EXP,artigo 65
49274,01566224520158240000,EXP,artigo 475
49275,01566224520158240000,EXP,artigo 65
49276,01566224520158240000,EXP,artigo 475
49277,01566224520158240000,EXP,artigo 65
49278,01566224520158240000,EXP,artigo 475
49279,01566224520158240000,EXP,artigo 65
49280,01566224520158240000,EXP,artigo 475
49281,01566224520158240000,EXP,artigo 65
49282,01566224520158240000,EXP,artigo 475
49283,01566224520158240000,EXP,artigo 65
49284,01566224520158240000,EXP,artigo 475
49285,01566224520158240000,EXP,artigo 65
49286,01566224520158240000,EXP,artigo 475
49287,01566224520158240000,EXP,artigo 65
49288,01566224520158240000,EXP,artigo 475
49289,01566224520158240000,EXP,artigo 65
49290,01566224520158240000,EXP,artigo 475
49291,01566224520158240000,EXP,artigo 65
49292,01566224520158240000,EXP,artigo 475
49293,01566224520158240000,EXP,artigo 65
49294,01566224520158240000,EXP,artigo 475
49295,01566224520158240000,EXP,artigo 65
49296,01566224520158240000,EXP,artigo 475
49297,01566224520158240000,EXP,artigo 65
49298,01566224520158240000,EXP,artigo 475
49299,01566224520158240000,EXP,artigo 65
49300,01566224520158240000,EXP,artigo 475
49301,01566224520158240000,EXP,artigo 65
49302,01566224520158240000,EXP,artigo 475
49303,03011029420158240072,BAN,artigo 23
49304,03011029420158240072,BAN,artigo 373
49305,00092124620168240000,EXP,artigo 65
49306,00092124620168240000,EXP,artigo 475
49307,00092124620168240000,EXP,artigo 65
49308,00092124620168240000,EXP,artigo 475
49309,00092124620168240000,EXP,artigo 65
49310,00092124620168240000,EXP,artigo 475
49311,00092124620168240000,EXP,artigo 65
49312,00092124620168240000,EXP,artigo 475
49313,00092124620168240000,EXP,artigo 65
49314,00092124620168240000,EXP,artigo 475
49315,00092124620168240000,EXP,artigo 65
49316,00092124620168240000,EXP,artigo 475
49317,00092124620168240000,EXP,artigo 65
49318,00092124620168240000,EXP,artigo 475
49319,00092124620168240000,EXP,artigo 65
49320,00092124620168240000,EXP,artigo 475
49321,00337352520168240000,EXP,artigo 65
49322,00337352520168240000,EXP,artigo 475
49323,00337352520168240000,EXP,artigo 65
49324,00337352520168240000,EXP,artigo 475
49325,00337352520168240000,EXP,artigo 65
49326,00337352520168240000,EXP,artigo 475
49327,00337352520168240000,EXP,artigo 65
49328,00337352520168240000,EXP,artigo 475
49329,00337352520168240000,EXP,artigo 65
49330,00337352520168240000,EXP,artigo 475
49331,00337352520168240000,EXP,artigo 65
49332,00337352520168240000,EXP,artigo 475
49333,00337352520168240000,EXP,artigo 65
49334,00337352520168240000,EXP,artigo 475
49335,00337352520168240000,EXP,artigo 65
49336,00337352520168240000,EXP,artigo 475
49337,03011277220158240019,SEG,artigo 489
49338,03011277220158240019,SEG,artigo 47
49339,03011277220158240019,SEG,artigo 85
49340,03011277220158240019,SEG,artigo 1026
49341,03011277220158240019,SEG,artigo 489
49342,03011277220158240019,SEG,artigo 47
49343,03011277220158240019,SEG,artigo 85
49344,03011277220158240019,SEG,artigo 1026
49345,03011277220158240019,SEG,artigo 489
49346,03011277220158240019,SEG,artigo 47
49347,03011277220158240019,SEG,artigo 85
49348,03011277220158240019,SEG,artigo 1026
49349,01561764220158240000,EXP,artigo 65
49350,01561764220158240000,EXP,artigo 475
49351,01561764220158240000,EXP,artigo 65
49352,01561764220158240000,EXP,artigo 475
49353,01561764220158240000,EXP,artigo 65
49354,01561764220158240000,EXP,artigo 475
