,PROCESSO,ROTULO_MANUAL,LEI
49355,01561764220158240000,EXP,artigo 65
49356,01561764220158240000,EXP,artigo 475
49357,01561764220158240000,EXP,artigo 65
49358,01561764220158240000,EXP,artigo 475
49359,01561764220158240000,EXP,artigo 65
49360,01561764220158240000,EXP,artigo 475
49361,01561764220158240000,EXP,artigo 65
49362,01561764220158240000,EXP,artigo 475
49363,01561764220158240000,EXP,artigo 65
49364,01561764220158240000,EXP,artigo 475
49365,01561764220158240000,EXP,artigo 65
49366,01561764220158240000,EXP,artigo 475
49367,01561764220158240000,EXP,artigo 65
49368,01561764220158240000,EXP,artigo 475
49369,01561764220158240000,EXP,artigo 65
49370,01561764220158240000,EXP,artigo 475
49371,01561764220158240000,EXP,artigo 65
49372,01561764220158240000,EXP,artigo 475
49373,01561764220158240000,EXP,artigo 65
49374,01561764220158240000,EXP,artigo 475
49375,01561764220158240000,EXP,artigo 65
49376,01561764220158240000,EXP,artigo 475
49377,01561764220158240000,EXP,artigo 65
49378,01561764220158240000,EXP,artigo 475
49379,01561764220158240000,EXP,artigo 65
49380,01561764220158240000,EXP,artigo 475
49381,01561764220158240000,EXP,artigo 65
49382,01561764220158240000,EXP,artigo 475
49383,01561764220158240000,EXP,artigo 65
49384,01561764220158240000,EXP,artigo 475
49385,01561764220158240000,EXP,artigo 65
49386,01561764220158240000,EXP,artigo 475
49387,01561764220158240000,EXP,artigo 65
49388,01561764220158240000,EXP,artigo 475
49389,01561764220158240000,EXP,artigo 65
49390,01561764220158240000,EXP,artigo 475
49391,01561764220158240000,EXP,artigo 65
49392,01561764220158240000,EXP,artigo 475
49393,01561764220158240000,EXP,artigo 65
49394,01561764220158240000,EXP,artigo 475
49395,01561764220158240000,EXP,artigo 65
49396,01561764220158240000,EXP,artigo 475
49397,01561764220158240000,EXP,artigo 65
49398,01561764220158240000,EXP,artigo 475
49399,01561764220158240000,EXP,artigo 65
49400,01561764220158240000,EXP,artigo 475
49401,01561764220158240000,EXP,artigo 65
49402,01561764220158240000,EXP,artigo 475
49403,01561764220158240000,EXP,artigo 65
49404,01561764220158240000,EXP,artigo 475
49405,01561764220158240000,EXP,artigo 65
49406,01561764220158240000,EXP,artigo 475
49407,01561764220158240000,EXP,artigo 65
49408,01561764220158240000,EXP,artigo 475
49409,01561764220158240000,EXP,artigo 65
49410,01561764220158240000,EXP,artigo 475
49411,01561764220158240000,EXP,artigo 65
49412,01561764220158240000,EXP,artigo 475
49413,01561764220158240000,EXP,artigo 65
49414,01561764220158240000,EXP,artigo 475
49415,01561764220158240000,EXP,artigo 65
49416,01561764220158240000,EXP,artigo 475
49417,01561764220158240000,EXP,artigo 65
49418,01561764220158240000,EXP,artigo 475
49419,01561764220158240000,EXP,artigo 65
49420,01561764220158240000,EXP,artigo 475
49421,01561764220158240000,EXP,artigo 65
49422,01561764220158240000,EXP,artigo 475
49423,01561764220158240000,EXP,artigo 65
49424,01561764220158240000,EXP,artigo 475
49425,01561764220158240000,EXP,artigo 65
49426,01561764220158240000,EXP,artigo 475
49427,01561764220158240000,EXP,artigo 65
49428,01561764220158240000,EXP,artigo 475
49429,01561764220158240000,EXP,artigo 65
49430,01561764220158240000,EXP,artigo 475
49431,01561764220158240000,EXP,artigo 65
49432,01561764220158240000,EXP,artigo 475
49433,01561764220158240000,EXP,artigo 65
49434,01561764220158240000,EXP,artigo 475
49435,01561764220158240000,EXP,artigo 65
49436,01561764220158240000,EXP,artigo 475
49437,01561764220158240000,EXP,artigo 65
49438,01561764220158240000,EXP,artigo 475
49439,01561764220158240000,EXP,artigo 65
49440,01561764220158240000,EXP,artigo 475
49441,01561764220158240000,EXP,artigo 65
49442,01561764220158240000,EXP,artigo 475
49443,01561764220158240000,EXP,artigo 65
49444,01561764220158240000,EXP,artigo 475
49445,01561764220158240000,EXP,artigo 65
49446,01561764220158240000,EXP,artigo 475
49447,01561764220158240000,EXP,artigo 65
49448,01561764220158240000,EXP,artigo 475
49449,01476043420148240000,EXP,artigo 65
49450,01476043420148240000,EXP,artigo 475
49451,01476043420148240000,EXP,artigo 65
49452,01476043420148240000,EXP,artigo 475
49453,01476043420148240000,EXP,artigo 65
49454,01476043420148240000,EXP,artigo 475
49455,01476043420148240000,EXP,artigo 65
49456,01476043420148240000,EXP,artigo 475
49457,01476043420148240000,EXP,artigo 1022
49458,01476043420148240000,EXP,artigo 1022
49459,01476043420148240000,EXP,artigo 1022
49460,01476043420148240000,EXP,artigo 1022
49461,01476043420148240000,EXP,artigo 65
49462,01476043420148240000,EXP,artigo 475
49463,01476043420148240000,EXP,artigo 65
49464,01476043420148240000,EXP,artigo 475
49465,01476043420148240000,EXP,artigo 65
49466,01476043420148240000,EXP,artigo 475
49467,01476043420148240000,EXP,artigo 65
49468,01476043420148240000,EXP,artigo 475
49469,01476043420148240000,EXP,artigo 1022
49470,01476043420148240000,EXP,artigo 1022
49471,01476043420148240000,EXP,artigo 1022
49472,01476043420148240000,EXP,artigo 1022
49473,01476043420148240000,EXP,artigo 65
49474,01476043420148240000,EXP,artigo 475
49475,01476043420148240000,EXP,artigo 65
49476,01476043420148240000,EXP,artigo 475
49477,01476043420148240000,EXP,artigo 65
49478,01476043420148240000,EXP,artigo 475
49479,01476043420148240000,EXP,artigo 65
49480,01476043420148240000,EXP,artigo 475
49481,01476043420148240000,EXP,artigo 1022
49482,01476043420148240000,EXP,artigo 1022
49483,01476043420148240000,EXP,artigo 1022
49484,01476043420148240000,EXP,artigo 1022
49485,01476043420148240000,EXP,artigo 65
49486,01476043420148240000,EXP,artigo 475
49487,01476043420148240000,EXP,artigo 65
49488,01476043420148240000,EXP,artigo 475
49489,01476043420148240000,EXP,artigo 65
49490,01476043420148240000,EXP,artigo 475
49491,01476043420148240000,EXP,artigo 65
49492,01476043420148240000,EXP,artigo 475
49493,01476043420148240000,EXP,artigo 1022
49494,01476043420148240000,EXP,artigo 1022
49495,01476043420148240000,EXP,artigo 1022
49496,01476043420148240000,EXP,artigo 1022
49497,01476043420148240000,EXP,artigo 65
49498,01476043420148240000,EXP,artigo 475
49499,01476043420148240000,EXP,artigo 65
49500,01476043420148240000,EXP,artigo 475
49501,01476043420148240000,EXP,artigo 65
49502,01476043420148240000,EXP,artigo 475
49503,01476043420148240000,EXP,artigo 65
49504,01476043420148240000,EXP,artigo 475
49505,01476043420148240000,EXP,artigo 1022
49506,01476043420148240000,EXP,artigo 1022
49507,01476043420148240000,EXP,artigo 1022
49508,01476043420148240000,EXP,artigo 1022
49509,01476043420148240000,EXP,artigo 65
49510,01476043420148240000,EXP,artigo 475
49511,01476043420148240000,EXP,artigo 65
49512,01476043420148240000,EXP,artigo 475
49513,01476043420148240000,EXP,artigo 65
49514,01476043420148240000,EXP,artigo 475
49515,01476043420148240000,EXP,artigo 65
49516,01476043420148240000,EXP,artigo 475
49517,01476043420148240000,EXP,artigo 1022
49518,01476043420148240000,EXP,artigo 1022
49519,01476043420148240000,EXP,artigo 1022
49520,01476043420148240000,EXP,artigo 1022
49521,01476043420148240000,EXP,artigo 65
49522,01476043420148240000,EXP,artigo 475
49523,01476043420148240000,EXP,artigo 65
49524,01476043420148240000,EXP,artigo 475
49525,01476043420148240000,EXP,artigo 65
49526,01476043420148240000,EXP,artigo 475
49527,01476043420148240000,EXP,artigo 65
49528,01476043420148240000,EXP,artigo 475
49529,01476043420148240000,EXP,artigo 1022
49530,01476043420148240000,EXP,artigo 1022
49531,01476043420148240000,EXP,artigo 1022
49532,01476043420148240000,EXP,artigo 1022
49533,01476043420148240000,EXP,artigo 65
49534,01476043420148240000,EXP,artigo 475
49535,01476043420148240000,EXP,artigo 65
49536,01476043420148240000,EXP,artigo 475
49537,01476043420148240000,EXP,artigo 65
49538,01476043420148240000,EXP,artigo 475
49539,01476043420148240000,EXP,artigo 65
49540,01476043420148240000,EXP,artigo 475
49541,01476043420148240000,EXP,artigo 1022
49542,01476043420148240000,EXP,artigo 1022
49543,01476043420148240000,EXP,artigo 1022
49544,01476043420148240000,EXP,artigo 1022
49545,01476043420148240000,EXP,artigo 65
49546,01476043420148240000,EXP,artigo 475
49547,01476043420148240000,EXP,artigo 65
49548,01476043420148240000,EXP,artigo 475
49549,01476043420148240000,EXP,artigo 65
49550,01476043420148240000,EXP,artigo 475
49551,01476043420148240000,EXP,artigo 65
49552,01476043420148240000,EXP,artigo 475
49553,01476043420148240000,EXP,artigo 1022
49554,01476043420148240000,EXP,artigo 1022
49555,01476043420148240000,EXP,artigo 1022
49556,01476043420148240000,EXP,artigo 1022
49557,01476043420148240000,EXP,artigo 65
49558,01476043420148240000,EXP,artigo 475
49559,01476043420148240000,EXP,artigo 65
49560,01476043420148240000,EXP,artigo 475
49561,01476043420148240000,EXP,artigo 65
49562,01476043420148240000,EXP,artigo 475
49563,01476043420148240000,EXP,artigo 65
49564,01476043420148240000,EXP,artigo 475
49565,01476043420148240000,EXP,artigo 1022
49566,01476043420148240000,EXP,artigo 1022
49567,01476043420148240000,EXP,artigo 1022
49568,01476043420148240000,EXP,artigo 1022
49569,01476043420148240000,EXP,artigo 65
49570,01476043420148240000,EXP,artigo 475
49571,01476043420148240000,EXP,artigo 65
49572,01476043420148240000,EXP,artigo 475
49573,01476043420148240000,EXP,artigo 65
49574,01476043420148240000,EXP,artigo 475
49575,01476043420148240000,EXP,artigo 65
49576,01476043420148240000,EXP,artigo 475
49577,01476043420148240000,EXP,artigo 1022
49578,01476043420148240000,EXP,artigo 1022
49579,01476043420148240000,EXP,artigo 1022
49580,01476043420148240000,EXP,artigo 1022
49581,01476043420148240000,EXP,artigo 65
49582,01476043420148240000,EXP,artigo 475
49583,01476043420148240000,EXP,artigo 65
49584,01476043420148240000,EXP,artigo 475
49585,01476043420148240000,EXP,artigo 65
49586,01476043420148240000,EXP,artigo 475
49587,01476043420148240000,EXP,artigo 65
49588,01476043420148240000,EXP,artigo 475
49589,01476043420148240000,EXP,artigo 1022
49590,01476043420148240000,EXP,artigo 1022
49591,01476043420148240000,EXP,artigo 1022
49592,01476043420148240000,EXP,artigo 1022
49593,03038130220178240008,DPV,artigo 86
49594,03038130220178240008,DPV,artigo 86
49595,03038130220178240008,DPV,artigo 86
49596,03038130220178240008,DPV,artigo 86
49597,40148119220168240000,RAI,artigo 1022
49598,40148119220168240000,RAI,artigo 1022
49599,03000697220158240071,DMI,artigo 85
49600,03000697220158240071,DMI,artigo 85
49601,00043056520128240033,BAN,artigo 85
49602,03011441120178240061,SEG,artigo 1026
49603,03011441120178240061,SEG,artigo 1026
49604,03011441120178240061,SEG,artigo 1026
49605,03011441120178240061,SEG,artigo 1026
49606,03011441120178240061,SEG,artigo 1026
49607,03011441120178240061,SEG,artigo 1026
49608,00004184220128240011,TIT,artigo 1022
49609,00004184220128240011,TIT,artigo 1022
49610,01249113120078240023,OIE,artigo 475
49611,01249113120078240023,OIE,artigo 475
49612,01249113120078240023,OIE,artigo 475
49613,01249113120078240023,OIE,artigo 475
49614,01249113120078240023,OIE,artigo 1022
49615,01249113120078240023,OIE,artigo 1022
49616,01249113120078240023,OIE,artigo 475
49617,01249113120078240023,OIE,artigo 475
49618,01249113120078240023,OIE,artigo 475
49619,01249113120078240023,OIE,artigo 475
49620,01249113120078240023,OIE,artigo 1022
49621,01249113120078240023,OIE,artigo 1022
49622,01249113120078240023,OIE,artigo 475
49623,01249113120078240023,OIE,artigo 475
49624,01249113120078240023,OIE,artigo 475
49625,01249113120078240023,OIE,artigo 475
49626,01249113120078240023,OIE,artigo 1022
49627,01249113120078240023,OIE,artigo 1022
49628,40017093220188240000,BUS,artigo 212
49629,40017093220188240000,BUS,artigo 5
49630,03046566420178240008,DPV,artigo 1010
49631,03046566420178240008,DPV,artigo 99
49632,03023766320158240082,CON,artigo 18
49633,03023766320158240082,CON,artigo 784
49634,03023766320158240082,CON,artigo 80
49635,03023766320158240082,CON,artigo 85
49636,40252027220178240000,FAL,artigo 58
49637,40252027220178240000,FAL,artigo 47
49638,40252027220178240000,FAL,artigo 1022
49639,40252027220178240000,FAL,artigo 58
49640,40252027220178240000,FAL,artigo 47
49641,40252027220178240000,FAL,artigo 1022
49642,00152075220108240064,BAN,artigo 85
49643,03003016720158240012,CON,artigo 134
49644,03003016720158240012,CON,artigo 28
49645,40212127320178240000,EXP,artigo 475
49646,01370962920148240000,EXP,artigo 65
49647,01370962920148240000,EXP,artigo 475
49648,01370962920148240000,EXP,artigo 65
49649,01370962920148240000,EXP,artigo 475
49650,01370962920148240000,EXP,artigo 65
49651,01370962920148240000,EXP,artigo 475
49652,01370962920148240000,EXP,artigo 65
49653,01370962920148240000,EXP,artigo 475
49654,01370962920148240000,EXP,artigo 65
49655,01370962920148240000,EXP,artigo 475
49656,01370962920148240000,EXP,artigo 65
49657,01370962920148240000,EXP,artigo 475
49658,01370962920148240000,EXP,artigo 65
49659,01370962920148240000,EXP,artigo 475
49660,01370962920148240000,EXP,artigo 65
49661,01370962920148240000,EXP,artigo 475
49662,01419012520148240000,EXP,artigo 65
49663,01419012520148240000,EXP,artigo 475
49664,01419012520148240000,EXP,artigo 65
49665,01419012520148240000,EXP,artigo 475
49666,01419012520148240000,EXP,artigo 65
49667,01419012520148240000,EXP,artigo 475
49668,01419012520148240000,EXP,artigo 65
49669,01419012520148240000,EXP,artigo 475
49670,01419012520148240000,EXP,artigo 65
49671,01419012520148240000,EXP,artigo 475
49672,01419012520148240000,EXP,artigo 65
49673,01419012520148240000,EXP,artigo 475
49674,01419012520148240000,EXP,artigo 65
49675,01419012520148240000,EXP,artigo 475
49676,01419012520148240000,EXP,artigo 65
49677,01419012520148240000,EXP,artigo 475
49678,01419012520148240000,EXP,artigo 65
49679,01419012520148240000,EXP,artigo 475
49680,01419012520148240000,EXP,artigo 65
49681,01419012520148240000,EXP,artigo 475
49682,01419012520148240000,EXP,artigo 65
49683,01419012520148240000,EXP,artigo 475
49684,01419012520148240000,EXP,artigo 65
49685,01419012520148240000,EXP,artigo 475
49686,01419012520148240000,EXP,artigo 65
49687,01419012520148240000,EXP,artigo 475
49688,01419012520148240000,EXP,artigo 65
49689,01419012520148240000,EXP,artigo 475
49690,01419012520148240000,EXP,artigo 65
49691,01419012520148240000,EXP,artigo 475
49692,01419012520148240000,EXP,artigo 65
49693,01419012520148240000,EXP,artigo 475
49694,01419012520148240000,EXP,artigo 65
49695,01419012520148240000,EXP,artigo 475
49696,01419012520148240000,EXP,artigo 65
49697,01419012520148240000,EXP,artigo 475
49698,01419012520148240000,EXP,artigo 65
49699,01419012520148240000,EXP,artigo 475
49700,01419012520148240000,EXP,artigo 65
49701,01419012520148240000,EXP,artigo 475
49702,01419012520148240000,EXP,artigo 65
49703,01419012520148240000,EXP,artigo 475
49704,01419012520148240000,EXP,artigo 65
49705,01419012520148240000,EXP,artigo 475
49706,01419012520148240000,EXP,artigo 65
49707,01419012520148240000,EXP,artigo 475
49708,01419012520148240000,EXP,artigo 65
49709,01419012520148240000,EXP,artigo 475
49710,01419012520148240000,EXP,artigo 65
49711,01419012520148240000,EXP,artigo 475
49712,01419012520148240000,EXP,artigo 65
49713,01419012520148240000,EXP,artigo 475
49714,01419012520148240000,EXP,artigo 65
49715,01419012520148240000,EXP,artigo 475
49716,01419012520148240000,EXP,artigo 65
49717,01419012520148240000,EXP,artigo 475
49718,01419012520148240000,EXP,artigo 65
49719,01419012520148240000,EXP,artigo 475
49720,01419012520148240000,EXP,artigo 65
49721,01419012520148240000,EXP,artigo 475
49722,01419012520148240000,EXP,artigo 65
49723,01419012520148240000,EXP,artigo 475
49724,01419012520148240000,EXP,artigo 65
49725,01419012520148240000,EXP,artigo 475
49726,01419012520148240000,EXP,artigo 65
49727,01419012520148240000,EXP,artigo 475
49728,01419012520148240000,EXP,artigo 65
49729,01419012520148240000,EXP,artigo 475
49730,01419012520148240000,EXP,artigo 65
49731,01419012520148240000,EXP,artigo 475
49732,01419012520148240000,EXP,artigo 65
49733,01419012520148240000,EXP,artigo 475
49734,01419012520148240000,EXP,artigo 65
49735,01419012520148240000,EXP,artigo 475
49736,01419012520148240000,EXP,artigo 65
49737,01419012520148240000,EXP,artigo 475
49738,01419012520148240000,EXP,artigo 65
49739,01419012520148240000,EXP,artigo 475
49740,01419012520148240000,EXP,artigo 65
49741,01419012520148240000,EXP,artigo 475
49742,01419012520148240000,EXP,artigo 65
49743,01419012520148240000,EXP,artigo 475
49744,01419012520148240000,EXP,artigo 65
49745,01419012520148240000,EXP,artigo 475
49746,01419012520148240000,EXP,artigo 65
49747,01419012520148240000,EXP,artigo 475
49748,01419012520148240000,EXP,artigo 65
49749,01419012520148240000,EXP,artigo 475
49750,01419012520148240000,EXP,artigo 65
49751,01419012520148240000,EXP,artigo 475
49752,01419012520148240000,EXP,artigo 65
49753,01419012520148240000,EXP,artigo 475
49754,01419012520148240000,EXP,artigo 65
49755,01419012520148240000,EXP,artigo 475
49756,01419012520148240000,EXP,artigo 65
49757,01419012520148240000,EXP,artigo 475
49758,01419012520148240000,EXP,artigo 65
49759,01419012520148240000,EXP,artigo 475
49760,01419012520148240000,EXP,artigo 65
49761,01419012520148240000,EXP,artigo 475
49762,01400103220158240000,EXP,artigo 1021
49763,01400103220158240000,EXP,artigo 932
49764,01400103220158240000,EXP,artigo 1021
49765,01400103220158240000,EXP,artigo 932
49766,01400103220158240000,EXP,artigo 1021
49767,01400103220158240000,EXP,artigo 932
49768,01400103220158240000,EXP,artigo 1021
49769,01400103220158240000,EXP,artigo 932
49770,01400103220158240000,EXP,artigo 1021
49771,01400103220158240000,EXP,artigo 932
